Favorite,Id,Coin,Buy,Price,1h,24h,7d,30d,Volume in 24h,MarketCapitalization,FDV,FDVCapitalization,VariationGraph
,4678.0,VIP  VIP,,"R$ 0,083539",-,-,-,-,"R$ 33,65",R$ 1.719.551,R$ 1.719.551,10.0,
,4679.0,PolyPad  POLYPAD,,"R$ 0,001602",0.1%,0.3%,1.2%,14.9%,R$ 127.111,R$ 1.759.960,R$ 3.199.578,55.0,
,4683.0,Exorde  EXD,,"R$ 0,03688",0.5%,4.1%,22.7%,63.7%,"R$ 1.163,94",R$ 1.756.911,R$ 6.984.032,25.0,
,4681.0,Choctopus  CHOCTOPUS,,"R$ 0,002508",0.2%,15.8%,6.1%,17.7%,R$ 200.333,R$ 1.755.938,R$ 2.488.669,71.0,
,4680.0,JailbreakMe  JAIL,,"R$ 0,001756",0.2%,5.5%,13.8%,57.3%,R$ 4.374.634,R$ 1.755.799,R$ 1.755.799,10.0,
,4684.0,Donut  DONUT,,"R$ 0,007881",0.5%,9.4%,15.5%,10.5%,"R$ 5,95",R$ 1.752.969,R$ 1.791.416,98.0,
,4685.0,LambosForVirgins  VIRGIN,,"R$ 0,002963",0.0%,0.0%,3.2%,69.8%,"R$ 592,50",R$ 1.747.733,R$ 2.651.223,66.0,
,4686.0,TokenSight  TKST,,"R$ 0,04011",-,-,-,-,"R$ 47,63",R$ 1.888.007,R$ 4.011.050,47.0,
,4687.0,Degen Capital by Virtuals  DEGENC,,"R$ 0,001751",2.2%,14.5%,42.0%,7.0%,"R$ 10.228,00",R$ 1.749.345,R$ 1.749.345,10.0,
,4688.0,Professional Fighters League Fan Token  PFL,,"R$ 0,9384",-,-,-,-,"R$ 2,93",R$ 1.855.428,R$ 4.691.843,4.0,
,4689.0,Lethe  LETHE,,"R$ 0,001797",3.5%,5.4%,34.6%,-,R$ 223.831,R$ 1.742.154,R$ 1.742.154,10.0,
,4690.0,DAOhaus  HAUS,,"R$ 1,75",0.4%,2.3%,6.7%,21.1%,"R$ 779,25",R$ 1.744.083,R$ 1.744.083,10.0,
,4691.0,GroveCoin  GRV,,"R$ 0,02347",0.0%,5.6%,9.4%,24.3%,R$ 250.813,R$ 1.743.542,R$ 1.854.781,94.0,
,4692.0,Sagittarius  SAGIT,,"R$ 0,001737",0.8%,9.5%,29.1%,9.3%,"R$ 3.462,55",R$ 1.737.674,R$ 1.737.674,10.0,
,4694.0,Iona by Virtuals  IONA,,"R$ 0,001741",1.9%,7.0%,25.2%,29.3%,"R$ 3.051,28",R$ 1.740.480,R$ 1.740.480,10.0,
,4696.0,ROCK  ROCK,,"R$ 0,09182",0.6%,13.5%,7.9%,36.1%,"R$ 4.918,33",R$ 1.736.938,R$ 1.928.258,9.0,
,4697.0,Defender Bot  DFNDR,,"R$ 0,02091",0.6%,10.6%,6.8%,4.1%,"R$ 6.604,45",R$ 1.733.408,R$ 1.733.408,10.0,
,4698.0,Leo  LEO,,"R$ 0,001732",0.8%,8.0%,32.3%,20.1%,"R$ 6.011,67",R$ 1.733.680,R$ 1.733.680,10.0,
,4699.0,Morning Routine  ROUTINE,,"R$ 0,001735",1.9%,20.8%,65.6%,-,R$ 27.369.740,R$ 1.731.866,R$ 1.731.866,10.0,
,4700.0,Just a chill guy (ETH)  CHILLGUY,,"R$ 0,001734",0.4%,7.0%,2.5%,2.6%,"R$ 27.553,46",R$ 1.733.685,R$ 1.733.685,10.0,
,4695.0,Gelato  GEL,,"R$ 0,0001956",1.3%,16.8%,8.6%,37.4%,"R$ 3.449,34",R$ 1.734.065,R$ 1.734.065,10.0,
,4702.0,The Rug Game  TRG,,"R$ 0,063291",0.1%,10.0%,11.2%,16.2%,R$ 132.671,R$ 1.732.701,R$ 1.732.701,10.0,
,4701.0,Scorpio  SCORPIO,,"R$ 0,00173",0.8%,10.5%,31.2%,16.4%,"R$ 5.783,83",R$ 1.731.451,R$ 1.731.451,10.0,
,4703.0,BHNetwork  BHAT,,"R$ 0,009683",0.8%,43.6%,35.1%,25.6%,"R$ 35.141,10",R$ 1.731.523,R$ 1.731.523,10.0,
,4705.0,BeeZee  BZE,,"R$ 0,006605",1.7%,3.7%,9.6%,15.3%,"R$ 20.907,81",R$ 1.730.657,R$ 1.730.667,10.0,
,4704.0,Free Speech  X,,"R$ 0,001869",2.5%,4.3%,18.9%,46.3%,"R$ 19.237,37",R$ 1.726.606,R$ 1.726.606,10.0,
,4709.0,BANK (Ordinals)  BANK,,"R$ 0,01734",1.9%,2.1%,4.0%,33.1%,R$ 140.830,R$ 1.727.000,R$ 1.727.000,10.0,
,4706.0,The Loonies  LOON,,"R$ 0,001726",0.3%,0.0%,16.8%,30.9%,R$ 827.202,R$ 1.725.545,R$ 1.725.545,10.0,
,4707.0,O3  O3,,"R$ 0,2438",-,-,-,-,"R$ 175,39",R$ 1.709.620,R$ 24.377.548,7.0,
,4708.0,SnailBrook  SNAIL,,"R$ 0,00002093",0.7%,9.3%,16.1%,35.5%,"R$ 5.007,13",R$ 1.723.864,R$ 1.723.864,10.0,
,4710.0,KNOX Dollar  KNOX,,"R$ 6,14",0.0%,0.1%,0.7%,0.1%,"R$ 474,13",R$ 1.720.629,R$ 1.720.629,10.0,
,4711.0,Cancer  CANCER,,"R$ 0,001716",0.8%,10.2%,28.9%,12.2%,"R$ 1.315,04",R$ 1.716.936,R$ 1.716.936,10.0,
,4712.0,Starkman  STAM,,"R$ 0,061742",1.6%,4.1%,1.2%,25.3%,"R$ 6.468,45",R$ 1.711.225,R$ 1.711.225,10.0,
,4713.0,ADA  ADASOL,,"R$ 0,001674",0.4%,11.2%,22.0%,24.4%,R$ 802.489,R$ 1.712.706,R$ 1.712.706,10.0,
,4714.0,WeeDE  $WEEDE,,"R$ 0,001712",-,12.2%,14.9%,3.3%,"R$ 1.306,95",R$ 1.711.566,R$ 1.711.566,10.0,
,4715.0,SuperDapp  SUPR,,"R$ 0,008603",0.8%,25.2%,28.4%,74.0%,R$ 734.812,R$ 1.710.786,R$ 8.688.285,2.0,
,4717.0,QuiverX  QRX,,"R$ 0,01871",0.4%,9.3%,10.1%,15.0%,"R$ 7.664,92",R$ 1.704.045,R$ 1.870.550,91.0,
,4720.0,xCREDI  XCREDI,,"R$ 0,1225",0.2%,0.5%,16.2%,14.9%,R$ 307.696,R$ 1.698.815,R$ 1.698.815,10.0,
,4722.0,TCC  TCC,,"R$ 0,001701",0.2%,8.8%,0.3%,54.6%,R$ 27.232.502,R$ 1.700.655,R$ 1.700.655,10.0,
,4721.0,You Dont Want This Life  YDWTL,,"R$ 0,001711",0.8%,13.6%,55.3%,-,"R$ 2.601,56",R$ 1.698.129,R$ 1.698.129,10.0,
,4716.0,Ponder One  PNDR,,"R$ 0,07",0.8%,2.4%,16.9%,34.4%,R$ 1.362.902,R$ 1.700.070,R$ 6.975.409,24.0,
,4718.0,JetTon Games  JETTON,,"R$ 1,05",0.3%,1.1%,9.7%,29.2%,R$ 208.005,R$ 1.701.366,R$ 103.668.761,2.0,
,4723.0,ORGANIC•BITCORN (Runes)  CORN,,"R$ 0,00008076",0.9%,11.4%,8.3%,7.5%,"R$ 43,11",R$ 1.695.990,R$ 1.695.990,10.0,
,4724.0,Chain Guardians  CGG,,"R$ 0,01516",0.1%,10.1%,3.2%,12.9%,"R$ 77.901,03",R$ 1.693.857,R$ 1.816.469,93.0,
,4725.0,BeramoniumCoin  BERAMO,,"R$ 0,006061",3.5%,17.4%,43.1%,61.8%,"R$ 19.156,91",R$ 1.695.139,R$ 5.903.704,29.0,
,4726.0,SYNTHR  SYNTH,,"R$ 0,008111",2.1%,3.5%,62.5%,68.7%,R$ 3.279.812,R$ 1.689.273,R$ 4.581.007,37.0,
,4727.0,TrumpsFight  TRUMPSFIGHT,,"R$ 0,02732",-,-,-,-,R$ 157.351,R$ 1.284.222,R$ 1.284.222,10.0,
,4728.0,Zeek Coin  MEOW,,"R$ 0,052094",0.4%,13.7%,4.4%,3.3%,"R$ 6.578,42",R$ 1.688.948,R$ 2.096.209,81.0,
,4729.0,Farting Unicorn  FU,,"R$ 0,001868",3.0%,19.5%,68.7%,86.1%,R$ 848.471,R$ 1.686.897,R$ 1.686.897,10.0,
,4730.0,MetaBeat  $BEAT,,"R$ 0,003221",1.5%,10.3%,21.6%,29.7%,R$ 642.541,R$ 1.686.246,R$ 4.863.967,35.0,
,4731.0,Scala  XLA,,"R$ 0,0001209",4.2%,0.5%,6.4%,3.9%,"R$ 1.024,44",R$ 1.682.616,-,,
,4732.0,definitely a cat  $CAT,,"R$ 0,001888",9.5%,3.9%,27.4%,179.1%,"R$ 17.186,08",R$ 1.679.687,R$ 1.875.324,9.0,
,4733.0,Arkefi  RKFI,,"R$ 0,02357",0.0%,9.9%,15.3%,46.0%,"R$ 46.860,76",R$ 1.675.996,R$ 23.568.042,7.0,
,4735.0,Chad Coin  CHAD,,"R$ 0,057116",0.4%,1.2%,11.1%,3.5%,"R$ 835,23",R$ 1.674.732,R$ 1.674.732,10.0,
,4734.0,QUAIN  QUAIN,,"R$ 0,001681",0.1%,22.7%,51.3%,25.9%,"R$ 41.865,47",R$ 1.672.157,R$ 1.672.157,10.0,
,4736.0,RUNNER  RUNNER,,"R$ 1,66",1.6%,9.1%,8.3%,32.0%,"R$ 71.281,93",R$ 1.672.852,R$ 1.672.852,10.0,
,4737.0,DOOMER  DOOMER,,"R$ 0,001861",0.7%,18.5%,9.4%,1.0%,"R$ 6.670,39",R$ 1.674.640,R$ 1.860.711,9.0,
,4738.0,LoomSync  LOOM,,"R$ 0,001672",0.2%,21.6%,28.0%,-,R$ 173.507,R$ 1.669.162,R$ 1.669.162,10.0,
,4740.0,GlobalBoost  BSTY,,"R$ 0,07018",-,4.0%,14.9%,63.3%,"R$ 1,01",R$ 1.666.206,R$ 1.666.210,10.0,
,4741.0,Aries  ARIES,,"R$ 0,001668",0.8%,10.6%,29.8%,14.7%,"R$ 4.840,83",R$ 1.668.843,R$ 1.668.843,10.0,
,4742.0,Landwolf  WOLF,,"R$ 0,003979",-,10.5%,7.6%,57.2%,"R$ 1.855,95",R$ 1.673.992,R$ 1.673.992,10.0,
,4743.0,BonkersMemeToken  BONKERS,,"R$ 0,001712",0.1%,6.7%,2.0%,1.1%,R$ 1.176.982,R$ 1.667.753,R$ 1.667.753,10.0,
,4744.0,MotaCoin  MOTA,,"R$ 0,02351",0.9%,9.8%,132.9%,160.0%,R$ 774.378,R$ 1.665.103,R$ 1.665.103,10.0,
,4739.0,YAM  YAM,,"R$ 0,1128",0.0%,3.5%,12.2%,33.6%,R$ 141.667,R$ 1.668.871,R$ 1.711.046,98.0,
,4745.0,BUILD  BUILD,,"R$ 0,0001717",0.3%,2.9%,1.9%,0.8%,"R$ 300,70",R$ 1.666.010,R$ 2.153.701,77.0,
,4746.0,NazareAI  NAZAREAI,,"R$ 0,00167",0.8%,8.9%,0.0%,30.1%,R$ 127.382,R$ 1.662.626,R$ 1.662.626,10.0,
,4747.0,GMBase  GMB,,"R$ 0,002133",1.1%,13.0%,12.6%,33.2%,"R$ 1.088,32",R$ 1.661.028,R$ 2.034.364,82.0,
,4719.0,RUNES•X•BITCOIN  ✖,,"R$ 0,058157",0.3%,12.3%,9.3%,30.3%,R$ 893.635,R$ 1.662.759,R$ 1.662.759,10.0,
,4749.0,MYSTCL  MYST,,"R$ 236,02",0.9%,13.7%,13.4%,23.0%,"R$ 5.061,38",R$ 1.660.159,R$ 1.660.159,10.0,
,4752.0,Nifty League  NFTL,,"R$ 0,001545",0.6%,9.7%,42.5%,67.8%,"R$ 21.037,11",R$ 1.659.587,R$ 1.659.587,10.0,
,4748.0,ZeroSwap  ZEE,,"R$ 0,02237",0.1%,10.1%,27.7%,27.2%,R$ 2.268.167,R$ 1.661.096,R$ 2.236.569,74.0,
,4750.0,Agent S  S,,"R$ 0,001651",6.6%,20.7%,12.3%,37.6%,"R$ 63.735,20",R$ 1.656.961,R$ 1.656.961,10.0,
,4753.0,Didi Duck  DIDID,,"R$ 0,001658",1.5%,17.7%,19.7%,3.7%,"R$ 13.180,49",R$ 1.658.439,R$ 1.658.439,10.0,
,4751.0,Zipmex  ZMT,,"R$ 0,01826",-,-,-,-,"R$ 16,50",R$ 1.617.238,R$ 3.643.111,44.0,
,4754.0,PYRATE  PYRATE,,"R$ 0,001679",1.2%,3.4%,7.4%,3.1%,"R$ 16.491,47",R$ 1.658.239,R$ 1.658.234,10.0,
,4755.0,Shitcats  SHATS,,"R$ 0,086155",0.3%,6.3%,26.3%,7.7%,"R$ 2.203,83",R$ 1.655.202,R$ 2.520.511,66.0,
,4756.0,Gamestarter  GAME,,"R$ 0,02326",0.3%,4.3%,3.5%,68.4%,R$ 2.784.157,R$ 1.654.983,R$ 2.331.560,71.0,
,4759.0,Stride Staked Juno  STJUNO,,"R$ 0,9377",0.3%,4.0%,8.9%,2.4%,"R$ 823,29",R$ 1.652.851,R$ 1.652.851,10.0,
,4757.0,MAPS  MAPS,,"R$ 0,02203",0.1%,29.6%,66.7%,69.8%,"R$ 79.122,01",R$ 1.652.157,R$ 220.287.542,1.0,
